,Number,Name,Country,Region,Type,Activity_Evidence,Last Known Eruption,Latitude,Longitude,Elevation (Meters),Dominant_Rock_Type,Tectonic_Setting,clean_Country,clean_Type,clean_Elevation,clean_Latitude
1241,353070,Pinta,Ecuador,South America,Shield,Eruption Observed,1928 CE,0.58,-90.75,780,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Shield,0m--1000m,1
1242,353080,Marchena,Ecuador,South America,Shield,Eruption Observed,1991 CE,0.33,-90.47,343,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Shield,0m--1000m,1
1243,353081,Genovesa,Ecuador,South America,Shield,Evidence Credible,Unknown,0.32,-89.958,64,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Shield,0m--1000m,1
1244,353090,Santiago,Ecuador,South America,Shield,Eruption Observed,1906 CE,-0.22,-90.77,920,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Shield,0m--1000m,2
1245,353091,Santa Cruz,Ecuador,South America,Shield,Evidence Credible,Unknown,-0.62,-90.33,864,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Shield,0m--1000m,2
1246,353120,San Cristóbal,Ecuador,South America,Shield,Evidence Credible,Unknown,-0.88,-89.5,759,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Shield,0m--1000m,2
1247,353804,Santa Fe,Ecuador,South America,Shield,Unrest / Pleistocene,Unknown,-0.806,-90.07,200,,Rift Zone / Oceanic Crust (< 15 km),Other country,Shield,0m--1000m,2
1248,354000,Quimsachata,Peru,South America,Lava dome,Eruption Dated,4450 BCE,-14.176,-71.351,3693,Rhyolite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,3000m--4000m,2
1250,354002,Sara Sara,Peru,South America,Stratovolcano,Evidence Credible,Unknown,-15.33,-73.45,5522,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,5000m--6000m,2
1251,354003,Coropuna,Peru,South America,Stratovolcano,Evidence Credible,Unknown,-15.52,-72.65,6377,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,6000m--7000m,2
1252,354004,Andahua-Orcopampa,Peru,South America,Pyroclastic cone(s),Eruption Dated,1490 CE,-15.42,-72.33,4713,Trachyandesite / Basaltic Trachyandesite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,4000m--5000m,2
1253,354005,Huambo,Peru,South America,Volcanic field,Eruption Dated,700 BCE,-15.83,-72.13,4550,Trachyandesite / Basaltic Trachyandesite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,4000m--5000m,2
1254,354006,Sabancaya,Peru,South America,Stratovolcano(es),Eruption Observed,2016 CE,-15.78,-71.85,5967,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano(es),5000m--6000m,2
1255,354007,"Chachani, Nevado",Peru,South America,Stratovolcano,Evidence Uncertain,Unknown,-16.191,-71.53,6057,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,6000m--7000m,2
1256,354008,"Nicholson, Cerro",Peru,South America,Pyroclastic cone,Evidence Credible,Unknown,-16.261,-71.754,2525,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,2000m--3000m,2
1257,354010,"Misti, El",Peru,South America,Stratovolcano,Eruption Observed,1985 CE,-16.294,-71.409,5822,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,5000m--6000m,2
1258,354020,Ubinas,Peru,South America,Stratovolcano,Eruption Observed,2016 CE,-16.355,-70.903,5672,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,5000m--6000m,2
1259,354030,Huaynaputina,Peru,South America,Stratovolcano,Eruption Observed,1600 CE,-16.608,-70.85,4850,Dacite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,4000m--5000m,2
1260,354031,Ticsani,Peru,South America,Lava dome(s),Eruption Dated,1800 CE,-16.755,-70.595,5408,Dacite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,5000m--6000m,2
1261,354040,Tutupaca,Peru,South America,Stratovolcano(es),Eruption Observed,1802 CE,-17.026,-70.372,5801,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano(es),5000m--6000m,2
1262,354050,Yucamane,Peru,South America,Stratovolcano(es),Eruption Observed,1320 BCE,-17.184,-70.196,5495,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano(es),5000m--6000m,2
1263,354060,"Casiri, Nevados",Peru,South America,Stratovolcano(es),Evidence Credible,Unknown,-17.47,-69.813,5650,Trachyte / Trachydacite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano(es),5000m--6000m,2
1264,355010,Tacora,Chile-Peru,South America,Stratovolcano(es),Unrest / Holocene,Unknown,-17.72,-69.77,5980,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano(es),5000m--6000m,2
1265,355011,Taapaca,Chile,South America,Complex,Eruption Dated,320 BCE,-18.1,-69.5,5860,Dacite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,5000m--6000m,2
1266,355012,Parinacota,Chile-Bolivia,South America,Stratovolcano,Eruption Dated,290 CE,-18.166,-69.142,6336,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,6000m--7000m,2
1267,355020,Guallatiri,Chile,South America,Stratovolcano,Eruption Observed,1960 CE,-18.42,-69.092,6071,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,6000m--7000m,2
1268,355021,Tambo Quemado,Bolivia,South America,Pyroclastic shield,Evidence Credible,Unknown,-18.62,-68.75,4215,Rhyolite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,4000m--5000m,2
1269,355030,Isluga,Chile,South America,Stratovolcano,Eruption Observed,1913 CE,-19.15,-68.83,5550,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,5000m--6000m,2
1270,355032,Tata Sabaya,Bolivia,South America,Stratovolcano,Evidence Credible,Unknown,-19.13,-68.53,5430,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,5000m--6000m,2
1271,355035,"Jayu Khota, Laguna",Bolivia,South America,Maar(s),Evidence Credible,Unknown,-19.463,-67.432,3650,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Other country,Other type,3000m--4000m,2
1272,355036,Jatun Mundo Quri Warani,Bolivia,South America,Lava dome(s),Evidence Uncertain,Unknown,-19.78,-66.48,5438,Dacite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,5000m--6000m,2
1273,355040,Irruputuncu,Chile-Bolivia,South America,Stratovolcano,Eruption Observed,1995 CE,-20.73,-68.55,5163,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,5000m--6000m,2
1274,355042,Pampa Luxsar,Bolivia,South America,Volcanic field,Evidence Uncertain,Unknown,-20.85,-68.2,5543,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,5000m--6000m,2
1275,355050,Olca-Paruma,Chile-Bolivia,South America,Stratovolcano(es),Eruption Observed,1867 CE,-20.939,-68.413,5705,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano(es),5000m--6000m,2
1276,355060,Ollague,Chile-Bolivia,South America,Stratovolcano,Unrest / Pleistocene,Unknown,-21.3,-68.18,5868,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,5000m--6000m,2
1277,355061,"Azufre, Cerro del",Chile,South America,Stratovolcano,Evidence Uncertain,Unknown,-21.787,-68.237,5846,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,5000m--6000m,2
1278,355070,San Pedro-San Pablo,Chile,South America,Stratovolcano(es),Eruption Observed,1960 CE,-21.888,-68.391,6142,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano(es),6000m--7000m,2
1279,355090,Putana,Chile,South America,Stratovolcano,Eruption Observed,1810 CE,-22.557,-67.853,5884,Dacite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,5000m--6000m,2
1280,355091,Sairecabur,Chile-Bolivia,South America,Stratovolcano(es),Evidence Credible,Unknown,-22.72,-67.892,5971,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano(es),5000m--6000m,2
1281,355092,Licancabur,Chile-Bolivia,South America,Stratovolcano,Evidence Credible,Unknown,-22.83,-67.88,5916,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,5000m--6000m,2
1282,355093,Guayaques,Chile-Bolivia,South America,Lava dome(s),Evidence Credible,Unknown,-22.895,-67.566,5598,Dacite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,5000m--6000m,2
1283,355094,Purico Complex,Chile,South America,Pyroclastic shield,Evidence Credible,Unknown,-23,-67.75,5703,Dacite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,5000m--6000m,2
1284,355095,Colachi,Chile,South America,Stratovolcano,Evidence Credible,Unknown,-23.236,-67.645,5631,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,5000m--6000m,2
1285,355096,Acamarachi,Chile,South America,Stratovolcano,Evidence Credible,Unknown,-23.3,-67.62,6046,Dacite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,6000m--7000m,2
1286,355097,"Overo, Cerro",Chile,South America,Maar,Evidence Uncertain,Unknown,-23.52,-67.67,4555,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,4000m--5000m,2
1287,355098,Chiliques,Chile,South America,Stratovolcano,Evidence Uncertain,Unknown,-23.58,-67.7,5778,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,5000m--6000m,2
1288,355100,Lascar,Chile,South America,Stratovolcano(es),Eruption Observed,2016 CE,-23.37,-67.73,5592,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano(es),5000m--6000m,2
1289,355101,Cordon de Puntas Negras,Chile,South America,Stratovolcano(es),Evidence Credible,Unknown,-23.743,-67.534,5852,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano(es),5000m--6000m,2
1290,355102,Miniques,Chile,South America,Stratovolcano(es),Evidence Uncertain,Unknown,-23.82,-67.77,5910,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano(es),5000m--6000m,2
1292,355104,Caichinque,Chile,South America,Stratovolcano(es),Evidence Uncertain,Unknown,-23.949,-67.74,4458,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano(es),4000m--5000m,2
1293,355105,Tilocalar,Chile,South America,Stratovolcano(es),Evidence Uncertain,Unknown,-23.97,-68.13,3116,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano(es),3000m--4000m,2
1294,355106,"Negrillar, El",Chile,South America,Pyroclastic cone(s),Evidence Credible,Unknown,-24.18,-68.25,3500,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,3000m--4000m,2
1295,355107,Pular,Chile,South America,Stratovolcano(es),Evidence Uncertain,Unknown,-24.188,-68.054,6233,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano(es),6000m--7000m,2
1296,355108,"Negrillar, La",Chile,South America,Pyroclastic cone(s),Evidence Uncertain,Unknown,-24.28,-68.6,4109,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,4000m--5000m,2
1297,355109,Socompa,Chile-Argentina,South America,Stratovolcano,Eruption Dated,5250 BCE,-24.396,-68.246,6031,Dacite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,6000m--7000m,2
1298,355110,Llullaillaco,Chile-Argentina,South America,Stratovolcano,Eruption Observed,1877 CE,-24.72,-68.53,6739,Dacite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,6000m--7000m,2
1299,355112,Escorial,Chile-Argentina,South America,Stratovolcano,Evidence Uncertain,Unknown,-25.083,-68.367,5451,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,5000m--6000m,2
1300,355120,Lastarria,Chile-Argentina,South America,Stratovolcano,Evidence Credible,Unknown,-25.168,-68.507,5706,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,5000m--6000m,2
1301,355121,Cordon del Azufre,Chile-Argentina,South America,Complex,Evidence Credible,Unknown,-25.336,-68.521,5481,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,5000m--6000m,2
1302,355122,"Bayo Gorbea, Cerro",Chile-Argentina,South America,Complex,Evidence Credible,Unknown,-25.414,-68.588,5413,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,5000m--6000m,2
1305,355125,"Incahuasi, Nevado de",Chile-Argentina,South America,Stratovolcano(es),Evidence Uncertain,Unknown,-27.033,-68.296,6638,Dacite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano(es),6000m--7000m,2
1306,355130,"Ojos del Salado, Nevados",Chile-Argentina,South America,Stratovolcano,Eruption Dated,750 CE,-27.109,-68.541,6879,Dacite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,6000m--7000m,2
1307,355131,"Solo, El",Chile-Argentina,South America,Stratovolcano,Evidence Credible,Unknown,-27.105,-68.713,6205,Dacite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,6000m--7000m,2
1308,355140,Copiapo,Chile,South America,Stratovolcano,Unrest / Pleistocene,Unknown,-27.3,-69.13,6052,Dacite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,6000m--7000m,2
1309,355150,Tuzgle,Argentina,South America,Stratovolcano,Evidence Uncertain,Unknown,-24.05,-66.48,5486,Dacite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,5000m--6000m,2
1310,355160,Aracar,Argentina,South America,Stratovolcano,Evidence Credible,Unknown,-24.29,-67.783,6095,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,6000m--7000m,2
1311,355161,Unnamed,Argentina,South America,Pyroclastic cone,Evidence Credible,Unknown,-25.078,-68.266,4652,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,4000m--5000m,2
1312,355180,Antofagasta Volcanic Field,Argentina,South America,Pyroclastic cone(s),Evidence Uncertain,Unknown,-26.12,-67.4,3495,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,3000m--4000m,2
1314,355200,Peinado,Argentina,South America,Stratovolcano,Evidence Credible,Unknown,-26.623,-68.116,5741,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,5000m--6000m,2
1315,355210,"Blanco, Cerro",Argentina,South America,Caldera,Eruption Dated,2300 BCE,-26.789,-67.765,4670,Rhyolite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,4000m--5000m,2
1317,355823,Aucanquilcha,Chile,South America,Stratovolcano,Unrest / Pleistocene,Unknown,-21.22,-68.47,6176,,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,6000m--7000m,2
1318,355838,Uturuncu,Bolivia,South America,Stratovolcano,Unrest / Pleistocene,Unknown,-22.27,-67.18,6008,,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,6000m--7000m,2
1319,356011,Easter Island,Chile,South America,Shield(s),Evidence Credible,Unknown,-27.15,-109.38,511,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Other type,0m--1000m,2
1320,357010,Tupungatito,Chile-Argentina,South America,Stratovolcano,Eruption Observed,1987 CE,-33.425,-69.797,5660,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,5000m--6000m,2
1321,357020,San Jose,Chile-Argentina,South America,Stratovolcano(es),Eruption Observed,1960 CE,-33.789,-69.895,6070,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano(es),6000m--7000m,2
1322,357021,Maipo,Chile-Argentina,South America,Caldera,Eruption Observed,1912 CE,-34.164,-69.832,5323,Trachyandesite / Basaltic Trachyandesite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,5000m--6000m,2
1323,357022,Palomo,Chile,South America,Stratovolcano,Evidence Credible,Unknown,-34.608,-70.295,4860,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,4000m--5000m,2
1324,357023,"Atuel, Caldera del",Argentina,South America,Caldera,Evidence Credible,Unknown,-34.65,-70.05,5189,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,5000m--6000m,2
1325,357024,Risco Plateado,Argentina,South America,Stratovolcano,Evidence Uncertain,Unknown,-34.917,-69.981,4999,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,4000m--5000m,2
1326,357030,Tinguiririca,Chile,South America,Stratovolcano,Eruption Observed,1917 CE,-34.814,-70.352,4280,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,4000m--5000m,2
1327,357040,Planchon-Peteroa,Chile,South America,Stratovolcano(es),Eruption Observed,2011 CE,-35.223,-70.568,3977,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano(es),3000m--4000m,2
1329,357042,Calabozos,Chile,South America,Caldera,Evidence Credible,Unknown,-35.558,-70.496,3508,Dacite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,3000m--4000m,2
1330,357050,Descabezado Grande,Chile,South America,Stratovolcano(es),Eruption Observed,1933 CE,-35.58,-70.75,3953,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano(es),3000m--4000m,2
1331,357060,"Azul, Cerro",Chile,South America,Stratovolcano,Eruption Observed,1967 CE,-35.653,-70.761,3788,Dacite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,3000m--4000m,2
1332,357061,"Maule, Laguna del",Chile,South America,Caldera,Eruption Dated,50 BCE,-36.058,-70.492,2162,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,2000m--3000m,2
1333,357062,San Pedro-Pellado,Chile,South America,Stratovolcano(es),Evidence Credible,Unknown,-35.989,-70.849,3621,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano(es),3000m--4000m,2
1334,357063,"Longavi, Nevado de",Chile,South America,Stratovolcano,Eruption Dated,4890 BCE,-36.193,-71.161,3242,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,3000m--4000m,2
1335,357064,"Blancas, Lomas",Chile,South America,Stratovolcano,Evidence Credible,Unknown,-36.286,-71.009,2268,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,2000m--3000m,2
1336,357065,"Resago, Volcan",Chile,South America,Pyroclastic cone,Evidence Credible,Unknown,-36.45,-70.92,1890,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,1000m--2000m,2
1337,357066,Payun Matru,Argentina,South America,Shield,Eruption Dated,5050 BCE,-36.422,-69.241,3715,Trachybasalt / Tephrite Basanite,Subduction Zone / Continental Crust (>25 km),Other country,Shield,3000m--4000m,2
1338,357067,Domuyo,Argentina,South America,Stratovolcano,Evidence Uncertain,Unknown,-36.638,-70.432,4702,Dacite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,4000m--5000m,2
1339,357070,"Chillan, Nevados de",Chile,South America,Stratovolcano,Eruption Observed,2016 CE,-36.863,-71.377,3212,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,3000m--4000m,2
1340,357072,Tromen,Argentina,South America,Stratovolcano(es),Eruption Observed,1822 CE,-37.144,-70.033,4114,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano(es),4000m--5000m,2
1341,357080,Antuco,Chile,South America,Stratovolcano,Eruption Observed,1869 CE,-37.406,-71.349,2979,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,2000m--3000m,2
1342,357081,Trolon,Argentina,South America,Lava dome(s),Evidence Uncertain,Unknown,-37.738,-70.906,2360,Dacite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,2000m--3000m,2
1343,357090,Copahue,Chile-Argentina,South America,Stratovolcano,Eruption Observed,2016 CE,-37.856,-71.183,2953,Trachybasalt / Tephrite Basanite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,2000m--3000m,2
1344,357091,Callaqui,Chile,South America,Stratovolcano,Eruption Observed,1980 CE,-37.92,-71.45,3164,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,3000m--4000m,2
1345,357092,"Mariñaqui, Laguna",Chile,South America,Pyroclastic cone(s),Evidence Credible,Unknown,-38.255,-71.167,2108,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,2000m--3000m,2
1346,357093,Tolhuaca,Chile,South America,Stratovolcano,Evidence Credible,4000 BCE,-38.31,-71.645,2739,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,2000m--3000m,2
1347,357100,Lonquimay,Chile,South America,Stratovolcano,Eruption Observed,1990 CE,-38.379,-71.586,2832,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,2000m--3000m,2
1348,357101,Tralihue,Argentina,South America,Stratovolcano,Evidence Credible,Unknown,-38.509,-70.898,2448,Trachyandesite / Basaltic Trachyandesite,Intraplate / Continental Crust (>25 km),Other country,Stratovolcano,2000m--3000m,2
1349,357102,"Blanca, Laguna",Argentina,South America,Volcanic field,Evidence Credible,Unknown,-39.02,-70.37,1700,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Other type,1000m--2000m,2
1350,357110,Llaima,Chile,South America,Stratovolcano,Eruption Observed,2009 CE,-38.692,-71.729,3125,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,3000m--4000m,2
1351,357111,Sollipulli,Chile,South America,Caldera,Eruption Dated,1240 CE,-38.97,-71.52,2282,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,2000m--3000m,2
1352,357112,Caburgua-Huelemolle,Chile,South America,Pyroclastic cone(s),Eruption Dated,5050 BCE,-39.25,-71.75,1652,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Other country,Other type,1000m--2000m,2
1353,357120,Villarrica,Chile,South America,Stratovolcano,Eruption Observed,2016 CE,-39.42,-71.93,2847,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,2000m--3000m,2
1354,357121,Quetrupillan,Chile,South America,Stratovolcano,Eruption Observed,1872 CE,-39.5,-71.7,2360,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,2000m--3000m,2
1355,357122,Lanin,Chile-Argentina,South America,Stratovolcano,Eruption Dated,560 CE,-39.637,-71.502,3776,Trachyandesite / Basaltic Trachyandesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,3000m--4000m,2
1356,357123,Huanquihue Group,Argentina,South America,Stratovolcano(es),Eruption Dated,1750 CE,-39.887,-71.58,2189,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano(es),2000m--3000m,2
1357,357130,Mocho-Choshuenco,Chile,South America,Stratovolcano(es),Eruption Observed,1937 CE,-39.927,-72.027,2422,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano(es),2000m--3000m,2
1358,357140,Carrán-Los Venados,Chile,South America,Pyroclastic cone(s),Eruption Observed,1979 CE,-40.35,-72.07,1114,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Other country,Other type,1000m--2000m,2
1359,357150,Puyehue-Cordon Caulle,Chile,South America,Stratovolcano,Eruption Observed,2012 CE,-40.59,-72.117,2236,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,2000m--3000m,2
1360,357152,"Pantojo, Cerro",Chile-Argentina,South America,Stratovolcano,Evidence Credible,Unknown,-40.768,-71.943,1897,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,1000m--2000m,2
1361,357153,Antillanca Group,Chile,South America,Stratovolcano(es),Eruption Dated,230 BCE,-40.771,-72.153,1990,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano(es),1000m--2000m,2
1362,357160,Puntiagudo-Cordon Cenizos,Chile,South America,Stratovolcano,Eruption Observed,1850 CE,-40.969,-72.264,2493,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,2000m--3000m,2
1363,358010,Osorno,Chile,South America,Stratovolcano,Eruption Observed,1869 CE,-41.105,-72.496,2659,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,2000m--3000m,2
1364,358011,Tronador,Chile-Argentina,South America,Stratovolcano,Evidence Uncertain,Unknown,-41.157,-71.885,3478,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,3000m--4000m,2
1365,358012,Cayutue-La Vigueria,Chile,South America,Pyroclastic cone(s),Eruption Dated,190 BCE,-41.25,-72.27,506,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Other country,Other type,0m--1000m,2
1366,358020,Calbuco,Chile,South America,Stratovolcano,Eruption Observed,2015 CE,-41.33,-72.618,1974,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,1000m--2000m,2
1367,358022,Yate,Chile,South America,Stratovolcano,Eruption Dated,1090 CE,-41.755,-72.396,2187,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,2000m--3000m,2
1368,358023,Hornopiren,Chile,South America,Stratovolcano,Eruption Dated,340 CE,-41.874,-72.431,1572,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,1000m--2000m,2
1369,358024,Apagado,Chile,South America,Pyroclastic cone,Eruption Dated,590 BCE,-41.88,-72.58,1210,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Other country,Other type,1000m--2000m,2
1370,358025,Crater Basalt Volcanic Field,Argentina,South America,Pyroclastic cone(s),Evidence Credible,Unknown,-42.018,-70.194,1344,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km),Other country,Other type,1000m--2000m,2
1371,358030,Huequi,Chile,South America,Lava dome(s),Eruption Observed,1920 CE,-42.377,-72.578,1318,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,1000m--2000m,2
