,Number,Name,Country,Region,Type,Activity_Evidence,Last Known Eruption,Latitude,Longitude,Elevation (Meters),Dominant_Rock_Type,Tectonic_Setting,clean_Country,clean_Type,clean_Elevation,clean_Latitude
395,261800,Pulau Weh,Indonesia,Indonesia,Stratovolcano,Unrest / Pleistocene,Unknown,5.82,95.28,617,,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,0m--1000m,1
396,261809,Geureudong,Indonesia,Indonesia,Stratovolcano,Unrest / Pleistocene,Unknown,4.813,96.82,2885,,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,2000m--3000m,1
397,261810,Kembar,Indonesia,Indonesia,Shield,Unrest / Pleistocene,Unknown,3.85,97.664,2245,,Subduction Zone / Continental Crust (>25 km),Indonesia,Shield,2000m--3000m,1
398,262000,Krakatau,Indonesia,Indonesia,Caldera,Eruption Observed,2014 CE,-6.102,105.423,813,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Other type,0m--1000m,2
399,263010,Pulosari,Indonesia,Indonesia,Stratovolcano,Evidence Credible,Unknown,-6.342,105.975,1346,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,1000m--2000m,2
400,263020,Karang,Indonesia,Indonesia,Stratovolcano,Evidence Uncertain,Unknown,-6.27,106.042,1778,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,1000m--2000m,2
401,263040,Perbakti-Gagak,Indonesia,Indonesia,Stratovolcano(es),Eruption Observed,1939 CE,-6.75,106.7,1699,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano(es),1000m--2000m,2
402,263050,Salak,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1938 CE,-6.72,106.73,2211,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,2000m--3000m,2
403,263060,Gede-Pangrango,Indonesia,Indonesia,Stratovolcano(es),Eruption Observed,1957 CE,-6.77,106.965,3008,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano(es),3000m--4000m,2
404,263070,Patuha,Indonesia,Indonesia,Stratovolcano,Evidence Credible,Unknown,-7.16,107.4,2434,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,2000m--3000m,2
405,263080,Wayang-Windu,Indonesia,Indonesia,Lava dome,Unrest / Pleistocene,Unknown,-7.213,107.637,2184,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Other type,2000m--3000m,2
406,263090,Tangkubanparahu,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2013 CE,-6.77,107.6,2084,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,2000m--3000m,2
407,263100,Papandayan,Indonesia,Indonesia,Stratovolcano(es),Eruption Observed,2002 CE,-7.32,107.73,2665,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano(es),2000m--3000m,2
408,263110,Kendang,Indonesia,Indonesia,Stratovolcano,Evidence Credible,Unknown,-7.245,107.709,2594,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,2000m--3000m,2
409,263130,Guntur,Indonesia,Indonesia,Complex,Eruption Observed,1847 CE,-7.143,107.84,2249,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Other type,2000m--3000m,2
410,263131,Tampomas,Indonesia,Indonesia,Stratovolcano,Evidence Credible,Unknown,-6.77,107.95,1684,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,1000m--2000m,2
411,263140,Galunggung,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1984 CE,-7.25,108.058,2168,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,2000m--3000m,2
412,263150,Talagabodas,Indonesia,Indonesia,Stratovolcano,Unrest / Holocene,Unknown,-7.208,108.07,2201,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,2000m--3000m,2
413,263170,Cereme,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1951 CE,-6.892,108.4,3078,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,3000m--4000m,2
414,263180,Slamet,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2014 CE,-7.242,109.208,3428,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,3000m--4000m,2
415,263200,Dieng Volcanic Complex,Indonesia,Indonesia,Complex,Eruption Observed,2009 CE,-7.2,109.92,2565,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Other type,2000m--3000m,2
416,263210,Sundoro,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1971 CE,-7.3,109.992,3136,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,3000m--4000m,2
417,263220,Sumbing,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1730 CE,-7.384,110.07,3371,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,3000m--4000m,2
418,263230,Ungaran,Indonesia,Indonesia,Stratovolcano,Evidence Credible,Unknown,-7.18,110.33,2050,Trachyandesite / Basaltic Trachyandesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,2000m--3000m,2
419,263231,Telomoyo,Indonesia,Indonesia,Stratovolcano,Evidence Credible,Unknown,-7.37,110.4,1894,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,1000m--2000m,2
420,263240,Merbabu,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1797 CE,-7.45,110.43,3145,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,3000m--4000m,2
421,263250,Merapi,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2014 CE,-7.542,110.442,2968,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,2000m--3000m,2
422,263251,Muria,Indonesia,Indonesia,Stratovolcano,Eruption Dated,160 BCE,-6.62,110.88,1625,Trachybasalt / Tephrite Basanite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,1000m--2000m,2
423,263260,Lawu,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1885 CE,-7.625,111.192,3265,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,3000m--4000m,2
424,263270,Wilis,Indonesia,Indonesia,Stratovolcano,Evidence Credible,Unknown,-7.808,111.758,2563,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,2000m--3000m,2
425,263280,Kelut,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2014 CE,-7.93,112.308,1731,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,1000m--2000m,2
427,263290,Arjuno-Welirang,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1952 CE,-7.725,112.58,3339,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,3000m--4000m,2
428,263291,Penanggungan,Indonesia,Indonesia,Stratovolcano,Evidence Credible,Unknown,-7.62,112.63,1653,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,1000m--2000m,2
430,263300,Semeru,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2016 CE,-8.108,112.92,3676,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,3000m--4000m,2
431,263310,Tengger Caldera,Indonesia,Indonesia,Stratovolcano(es),Eruption Observed,2016 CE,-7.942,112.95,2329,Trachyandesite / Basaltic Trachyandesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano(es),2000m--3000m,2
432,263320,Lamongan,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1898 CE,-7.979,113.342,1651,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,1000m--2000m,2
433,263321,Lurus,Indonesia,Indonesia,Complex,Evidence Uncertain,Unknown,-7.73,113.58,539,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Other type,0m--1000m,2
434,263330,Iyang-Argapura,Indonesia,Indonesia,Complex,Evidence Credible,Unknown,-7.97,113.57,3088,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Other type,3000m--4000m,2
435,263340,Raung,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2015 CE,-8.119,114.056,3260,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,3000m--4000m,2
436,263350,Ijen,Indonesia,Indonesia,Stratovolcano(es),Eruption Observed,1999 CE,-8.058,114.242,2769,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano(es),2000m--3000m,2
437,263351,Baluran,Indonesia,Indonesia,Stratovolcano,Evidence Uncertain,Unknown,-7.85,114.37,1247,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,1000m--2000m,2
438,263805,"Kamojang, Kawah",Indonesia,Indonesia,Stratovolcano(es),Unrest / Pleistocene,Unknown,-7.125,107.8,1730,,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano(es),1000m--2000m,2
439,264001,Buyan-Bratan,Indonesia,Indonesia,Caldera,Evidence Credible,Unknown,-8.283,115.133,2244,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Other type,2000m--3000m,2
440,264010,Batur,Indonesia,Indonesia,Caldera,Eruption Observed,2000 CE,-8.242,115.375,1717,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Other type,1000m--2000m,2
441,264020,Agung,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1964 CE,-8.342,115.508,3142,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,3000m--4000m,2
442,264030,Rinjani,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2016 CE,-8.42,116.47,3726,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,3000m--4000m,2
443,264040,Tambora,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1967 CE,-8.25,118,2850,Trachybasalt / Tephrite Basanite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,2000m--3000m,2
444,264050,Sangeang Api,Indonesia,Indonesia,Complex,Eruption Observed,2015 CE,-8.2,119.07,1949,Trachybasalt / Tephrite Basanite,Subduction Zone / Continental Crust (>25 km),Indonesia,Other type,1000m--2000m,2
445,264060,"Sano, Wai",Indonesia,Indonesia,Caldera,Evidence Credible,Unknown,-8.72,120.02,903,Dacite,Subduction Zone / Continental Crust (>25 km),Indonesia,Other type,0m--1000m,2
446,264070,Poco Leok,Indonesia,Indonesia,Stratovolcano,Unrest / Holocene,Unknown,-8.68,120.48,1675,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown,Indonesia,Stratovolcano,1000m--2000m,2
447,264071,Ranakah,Indonesia,Indonesia,Lava dome(s),Eruption Observed,1991 CE,-8.62,120.52,2350,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Other type,2000m--3000m,2
448,264080,Inierie,Indonesia,Indonesia,Stratovolcano,Eruption Dated,8050 BCE,-8.875,120.95,2245,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown,Indonesia,Stratovolcano,2000m--3000m,2
449,264090,Inielika,Indonesia,Indonesia,Complex,Eruption Observed,2001 CE,-8.73,120.98,1559,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown,Indonesia,Other type,1000m--2000m,2
450,264100,Ebulobo,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1969 CE,-8.82,121.18,2124,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown,Indonesia,Stratovolcano,2000m--3000m,2
451,264110,Iya,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1969 CE,-8.897,121.645,637,Basalt / Picro-Basalt,Subduction Zone / Crust Thickness Unknown,Indonesia,Stratovolcano,0m--1000m,2
453,264140,Kelimutu,Indonesia,Indonesia,Complex,Eruption Observed,1968 CE,-8.77,121.82,1639,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown,Indonesia,Other type,1000m--2000m,2
454,264150,Paluweh,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2014 CE,-8.32,121.708,875,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown,Indonesia,Stratovolcano,0m--1000m,2
455,264160,Egon,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2008 CE,-8.676,122.455,1661,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown,Indonesia,Stratovolcano,1000m--2000m,2
456,264170,Ilimuda,Indonesia,Indonesia,Stratovolcano,Unrest / Holocene,Unknown,-8.479,122.761,881,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown,Indonesia,Stratovolcano,0m--1000m,2
457,264180,Lewotobi,Indonesia,Indonesia,Stratovolcano(es),Eruption Observed,2003 CE,-8.542,122.775,1703,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown,Indonesia,Stratovolcano(es),1000m--2000m,2
458,264200,Leroboleng,Indonesia,Indonesia,Complex,Eruption Observed,2003 CE,-8.365,122.833,1095,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown,Indonesia,Other type,1000m--2000m,2
459,264220,Iliboleng,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1993 CE,-8.342,123.258,1659,Basalt / Picro-Basalt,Subduction Zone / Crust Thickness Unknown,Indonesia,Stratovolcano,1000m--2000m,2
460,264230,Lewotolo,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2012 CE,-8.272,123.505,1423,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown,Indonesia,Stratovolcano,1000m--2000m,2
461,264240,Ililabalekan,Indonesia,Indonesia,Stratovolcano,Unrest / Holocene,Unknown,-8.55,123.38,1018,Basalt / Picro-Basalt,Subduction Zone / Crust Thickness Unknown,Indonesia,Stratovolcano,1000m--2000m,2
462,264250,Iliwerung,Indonesia,Indonesia,Complex,Eruption Observed,2013 CE,-8.53,123.57,1018,Basalt / Picro-Basalt,Subduction Zone / Crust Thickness Unknown,Indonesia,Other type,1000m--2000m,2
